event_id,ticker,source_type,family,semantic_class,transition_date,transition_source,reason,source_dates
63f4648ba4d3f26f02baea5199a23530fb89d9fcfedb56fc4808de62ca5ebe1b,DSSA,Mandatory Conversion,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2024-07-17|2024-07-19|2024-07-22
bbdfeca018e052b84ef7b5030710bbb63887b703a18868c05752a195d445a241,DSSA,Mandatory Conversion,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2026-04-10|2026-04-13
89045264149e8e558e15a67a19288fb84b2d6f61bef7f98224f3683dc2d96e94,EDGE,Mandatory Conversion,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2023-11-14|2023-11-16|2023-11-17
8abd467f868678e08a314267bd8f5856b899d5ba53fca7796911123ea611951c,EDGE,Voluntary Conversion,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2026-09-04
399ac1c15919b44d75d885d969bdead09c381e1f5181b126937c27e7f4e8d018,FITT,Voluntary Conversion,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2026-03-16
917e1b0620a6c5bcc514411e399b9e4f6f8e0b6c5e98bf58e9f6b113e6cb7136,FORU,Voluntary Conversion,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2024-06-11
4eb092fd4f61fc0f9e5b60e552fe274ad1a970d76d022869565ddfb37b1ac51a,FUTR,Voluntary Conversion,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2025-04-08
4b5d9f62f01085e211e554d6356ce642d5c946463d5dbd23da3c608ccb274694,GMFI,Right Distribution,RIGHT_DISTRIBUTION,SCHEDULE_REQUIRED,,,SOURCE_NATIVE_CUM_MISSING_OR_NOT_OFFICIAL_SESSION,2025-12-23|2025-12-24
6cd48adec365f5fdf35308956e0ac25c5e344f2062e5e06243e468e23311fa00,HILL,Mandatory Conversion,MANDATORY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2025-03-13|2025-03-17|2025-03-18
fa33eed5f3b91074b6410d1a79363736f8e763d63956350ce6a68d84114ec985,IATA,Voluntary Conversion,VOLUNTARY_CONVERSION,SCHEDULE_REQUIRED,,,ACTIVE_EVENT_REQUIRES_EXACT_OFFICIAL_SCHEDULE,2026-06-09
